V1,V2,V3
-95.36625,26.926450152096,-1507
-95.315625,26.926450152096,-1552
-95.265,26.926450152096,-1558
-95.214375,26.926450152096,-1539
-95.16375,26.926450152096,-1528
-95.113125,26.926450152096,-1507
-95.0625,26.926450152096,-1484
-95.011875,26.926450152096,-1402
-94.96125,26.926450152096,-1400
-94.910625,26.926450152096,-1397
-94.86,26.926450152096,-1407
-94.809375,26.926450152096,-1499
-94.75875,26.926450152096,-1511
-94.708125,26.926450152096,-1588
-94.6575,26.926450152096,-1607
-94.606875,26.926450152096,-1489
-94.55625,26.926450152096,-1395
-94.505625,26.926450152096,-1285
-94.455,26.926450152096,-1268
-94.404375,26.926450152096,-1216
-94.35375,26.926450152096,-1278
-94.303125,26.926450152096,-1756
-94.2525,26.926450152096,-1570
-94.201875,26.926450152096,-1348
-94.15125,26.926450152096,-1325
-94.100625,26.926450152096,-1740
-94.05,26.926450152096,-1663
-93.999375,26.926450152096,-1224
-93.94875,26.926450152096,-1188
-93.898125,26.926450152096,-1180
-93.8475,26.926450152096,-1253
-93.796875,26.926450152096,-1315
-93.74625,26.926450152096,-1347
-93.695625,26.926450152096,-1332
-93.645,26.926450152096,-1332
-93.594375,26.926450152096,-1386
-93.54375,26.926450152096,-1453
-93.493125,26.926450152096,-1355
-93.4425,26.926450152096,-1303
-93.391875,26.926450152096,-1255
-93.34125,26.926450152096,-1267
-93.290625,26.926450152096,-1272
-93.24,26.926450152096,-1254
-93.189375,26.926450152096,-1302
-93.13875,26.926450152096,-1320
-93.088125,26.926450152096,-1298
-93.0375,26.926450152096,-1348
-92.986875,26.926450152096,-1345
-92.93625,26.926450152096,-1391
-92.885625,26.926450152096,-1422
-92.835,26.926450152096,-1341
-92.784375,26.926450152096,-1368
-92.73375,26.926450152096,-1373
-92.683125,26.926450152096,-1427
-92.6325,26.926450152096,-1474
-92.581875,26.926450152096,-1500
-92.53125,26.926450152096,-1691
-92.480625,26.926450152096,-1692
-92.43,26.926450152096,-1492
-92.379375,26.926450152096,-1507
-92.32875,26.926450152096,-1631
-92.278125,26.926450152096,-1649
-92.2275,26.926450152096,-1627
-92.176875,26.926450152096,-1524
-92.12625,26.926450152096,-1501
-92.075625,26.926450152096,-1723
-92.025,26.926450152096,-1837
-91.974375,26.926450152096,-1604
-91.92375,26.926450152096,-1742
-91.873125,26.926450152096,-1892
-91.8225,26.926450152096,-1724
-91.771875,26.926450152096,-1674
-91.72125,26.926450152096,-1738
-91.670625,26.926450152096,-1846
-91.62,26.926450152096,-1979
-91.569375,26.926450152096,-1792
-91.51875,26.926450152096,-1774
-91.468125,26.926450152096,-1751
-91.4175,26.926450152096,-2148
-91.366875,26.926450152096,-2268
-91.31625,26.926450152096,-2126
-91.265625,26.926450152096,-2059
-91.215,26.926450152096,-2043
-91.164375,26.926450152096,-1857
-91.11375,26.926450152096,-1826
-91.063125,26.926450152096,-1806
-91.0125,26.926450152096,-1998
-90.961875,26.926450152096,-2190
-90.91125,26.926450152096,-1788
-90.860625,26.926450152096,-1763
-90.81,26.926450152096,-1776
-90.759375,26.926450152096,-1887
-90.70875,26.926450152096,-1861
-90.658125,26.926450152096,-1718
-90.6075,26.926450152096,-1679
-90.556875,26.926450152096,-1679
-90.50625,26.926450152096,-2118
-90.455625,26.926450152096,-2201
-90.405,26.926450152096,-2339
-90.354375,26.926450152096,-2337
-90.30375,26.926450152096,-2447
-90.253125,26.926450152096,-2472
-90.2025,26.926450152096,-2482
-90.151875,26.926450152096,-2510
-90.10125,26.926450152096,-2538
-90.050625,26.926450152096,-2551
-90,26.926450152096,-2557
-98.1,26.8758553526441,22
-98.049375,26.8758553526441,18
-97.99875,26.8758553526441,15
-97.948125,26.8758553526441,13
-97.8975,26.8758553526441,10
-97.846875,26.8758553526441,10
-97.79625,26.8758553526441,8
-97.745625,26.8758553526441,8
-97.695,26.8758553526441,9
-97.644375,26.8758553526441,9
-97.59375,26.8758553526441,3
-97.543125,26.8758553526441,0
-97.4925,26.8758553526441,0
-97.441875,26.8758553526441,0
-97.39125,26.8758553526441,-4
-97.340625,26.8758553526441,-15
-97.29,26.8758553526441,-21
-97.239375,26.8758553526441,-25
-97.18875,26.8758553526441,-29
-97.138125,26.8758553526441,-32
-97.0875,26.8758553526441,-36
-97.036875,26.8758553526441,-39
-96.98625,26.8758553526441,-45
-96.935625,26.8758553526441,-49
-96.885,26.8758553526441,-58
-96.834375,26.8758553526441,-62
-96.78375,26.8758553526441,-74
-96.733125,26.8758553526441,-80
-96.6825,26.8758553526441,-91
-96.631875,26.8758553526441,-96
-96.58125,26.8758553526441,-113
-96.530625,26.8758553526441,-131
-96.48,26.8758553526441,-199
-96.429375,26.8758553526441,-256
-96.37875,26.8758553526441,-399
-96.328125,26.8758553526441,-453
-96.2775,26.8758553526441,-538
-96.226875,26.8758553526441,-580
-96.17625,26.8758553526441,-666
-96.125625,26.8758553526441,-695
-96.075,26.8758553526441,-804
-96.024375,26.8758553526441,-888
-95.97375,26.8758553526441,-938
-95.923125,26.8758553526441,-924
-95.8725,26.8758553526441,-978
-95.821875,26.8758553526441,-1023
-95.77125,26.8758553526441,-1114
-95.720625,26.8758553526441,-1067
-95.67,26.8758553526441,-1009
-95.619375,26.8758553526441,-1103
-95.56875,26.8758553526441,-1363
-95.518125,26.8758553526441,-1401
-95.4675,26.8758553526441,-1446
-95.416875,26.8758553526441,-1482
-95.36625,26.8758553526441,-1514
-95.315625,26.8758553526441,-1579
-95.265,26.8758553526441,-1590
-95.214375,26.8758553526441,-1568
-95.16375,26.8758553526441,-1555
-95.113125,26.8758553526441,-1529
-95.0625,26.8758553526441,-1504
-95.011875,26.8758553526441,-1406
-94.96125,26.8758553526441,-1396
-94.910625,26.8758553526441,-1344
-94.86,26.8758553526441,-1328
-94.809375,26.8758553526441,-1477
-94.75875,26.8758553526441,-1524
-94.708125,26.8758553526441,-1605
-94.6575,26.8758553526441,-1611
-94.606875,26.8758553526441,-1519
-94.55625,26.8758553526441,-1401
-94.505625,26.8758553526441,-1260
-94.455,26.8758553526441,-1283
-94.404375,26.8758553526441,-1291
-94.35375,26.8758553526441,-1239
-94.303125,26.8758553526441,-1389
-94.2525,26.8758553526441,-1747
-94.201875,26.8758553526441,-1408
-94.15125,26.8758553526441,-1331
-94.100625,26.8758553526441,-1408
-94.05,26.8758553526441,-1389
-93.999375,26.8758553526441,-1173
-93.94875,26.8758553526441,-1155
-93.898125,26.8758553526441,-1312
-93.8475,26.8758553526441,-1552
-93.796875,26.8758553526441,-1316
-93.74625,26.8758553526441,-1321
-93.695625,26.8758553526441,-1442
-93.645,26.8758553526441,-1422
-93.594375,26.8758553526441,-1426
-93.54375,26.8758553526441,-1487
-93.493125,26.8758553526441,-1327
-93.4425,26.8758553526441,-1294
-93.391875,26.8758553526441,-1258
-93.34125,26.8758553526441,-1275
-93.290625,26.8758553526441,-1353
-93.24,26.8758553526441,-1305
-93.189375,26.8758553526441,-1261
-93.13875,26.8758553526441,-1278
-93.088125,26.8758553526441,-1405
-93.0375,26.8758553526441,-1418
-92.986875,26.8758553526441,-1360
-92.93625,26.8758553526441,-1493
-92.885625,26.8758553526441,-1531
-92.835,26.8758553526441,-1458
-92.784375,26.8758553526441,-1583
-92.73375,26.8758553526441,-1449
-92.683125,26.8758553526441,-1347
-92.6325,26.8758553526441,-1462
-92.581875,26.8758553526441,-1543
-92.53125,26.8758553526441,-1637
-92.480625,26.8758553526441,-1795
-92.43,26.8758553526441,-1564
-92.379375,26.8758553526441,-1583
-92.32875,26.8758553526441,-1848
-92.278125,26.8758553526441,-1840
-92.2275,26.8758553526441,-1808
-92.176875,26.8758553526441,-1751
-92.12625,26.8758553526441,-1495
-92.075625,26.8758553526441,-1519
-92.025,26.8758553526441,-1609
-91.974375,26.8758553526441,-1579
-91.92375,26.8758553526441,-1711
-91.873125,26.8758553526441,-1773
-91.8225,26.8758553526441,-1770
-91.771875,26.8758553526441,-1732
-91.72125,26.8758553526441,-1853
-91.670625,26.8758553526441,-2040
-91.62,26.8758553526441,-1898
-91.569375,26.8758553526441,-1802
-91.51875,26.8758553526441,-1738
-91.468125,26.8758553526441,-1793
-91.4175,26.8758553526441,-1916
-91.366875,26.8758553526441,-1965
-91.31625,26.8758553526441,-1877
-91.265625,26.8758553526441,-1918
-91.215,26.8758553526441,-1928
-91.164375,26.8758553526441,-1848
-91.11375,26.8758553526441,-1814
-91.063125,26.8758553526441,-1862
-91.0125,26.8758553526441,-1919
-90.961875,26.8758553526441,-2027
-90.91125,26.8758553526441,-2054
-90.860625,26.8758553526441,-1883
-90.81,26.8758553526441,-1827
-90.759375,26.8758553526441,-2008
-90.70875,26.8758553526441,-1954
-90.658125,26.8758553526441,-1788
-90.6075,26.8758553526441,-1763
-90.556875,26.8758553526441,-1825
-90.50625,26.8758553526441,-1979
-90.455625,26.8758553526441,-2294
-90.405,26.8758553526441,-2357
-90.354375,26.8758553526441,-2356
-90.30375,26.8758553526441,-2416
-90.253125,26.8758553526441,-2463
-90.2025,26.8758553526441,-2525
-90.151875,26.8758553526441,-2543
-90.10125,26.8758553526441,-2573
-90.050625,26.8758553526441,-2587
-90,26.8758553526441,-2603
-98.1,26.8252605531921,20
-98.049375,26.8252605531921,17
-97.99875,26.8252605531921,14
-97.948125,26.8252605531921,13
-97.8975,26.8252605531921,12
-97.846875,26.8252605531921,13
-97.79625,26.8252605531921,11
-97.745625,26.8252605531921,11
-97.695,26.8252605531921,11
-97.644375,26.8252605531921,12
-97.59375,26.8252605531921,10
-97.543125,26.8252605531921,9
-97.4925,26.8252605531921,0
-97.441875,26.8252605531921,0
-97.39125,26.8252605531921,-1
-97.340625,26.8252605531921,-12
-97.29,26.8252605531921,-19
-97.239375,26.8252605531921,-23
-97.18875,26.8252605531921,-30
-97.138125,26.8252605531921,-31
-97.0875,26.8252605531921,-35
-97.036875,26.8252605531921,-38
-96.98625,26.8252605531921,-44
-96.935625,26.8252605531921,-48
-96.885,26.8252605531921,-56
-96.834375,26.8252605531921,-60
-96.78375,26.8252605531921,-71
-96.733125,26.8252605531921,-78
-96.6825,26.8252605531921,-90
-96.631875,26.8252605531921,-95
-96.58125,26.8252605531921,-109
-96.530625,26.8252605531921,-125
-96.48,26.8252605531921,-196
-96.429375,26.8252605531921,-252
-96.37875,26.8252605531921,-402
-96.328125,26.8252605531921,-452
-96.2775,26.8252605531921,-535
-96.226875,26.8252605531921,-561
-96.17625,26.8252605531921,-655
-96.125625,26.8252605531921,-712
-96.075,26.8252605531921,-806
-96.024375,26.8252605531921,-900
-95.97375,26.8252605531921,-1069
-95.923125,26.8252605531921,-1049
-95.8725,26.8252605531921,-1191
-95.821875,26.8252605531921,-1251
-95.77125,26.8252605531921,-1291
-95.720625,26.8252605531921,-1217
-95.67,26.8252605531921,-1211
-95.619375,26.8252605531921,-1348
-95.56875,26.8252605531921,-1298
-95.518125,26.8252605531921,-1322
-95.4675,26.8252605531921,-1468
-95.416875,26.8252605531921,-1509
-95.36625,26.8252605531921,-1548
-95.315625,26.8252605531921,-1593
-95.265,26.8252605531921,-1601
-95.214375,26.8252605531921,-1601
-95.16375,26.8252605531921,-1590
-95.113125,26.8252605531921,-1581
-95.0625,26.8252605531921,-1595
-95.011875,26.8252605531921,-1402
-94.96125,26.8252605531921,-1383
-94.910625,26.8252605531921,-1344
-94.86,26.8252605531921,-1337
-94.809375,26.8252605531921,-1449
-94.75875,26.8252605531921,-1507
-94.708125,26.8252605531921,-1417
-94.6575,26.8252605531921,-1445
-94.606875,26.8252605531921,-1400
-94.55625,26.8252605531921,-1276
-94.505625,26.8252605531921,-1189
-94.455,26.8252605531921,-1189
-94.404375,26.8252605531921,-1121
-94.35375,26.8252605531921,-1102
-94.303125,26.8252605531921,-1194
-94.2525,26.8252605531921,-1571
-94.201875,26.8252605531921,-1430
-94.15125,26.8252605531921,-1299
-94.100625,26.8252605531921,-1294
-94.05,26.8252605531921,-1300
-93.999375,26.8252605531921,-1255
-93.94875,26.8252605531921,-1249
-93.898125,26.8252605531921,-1764
-93.8475,26.8252605531921,-1777
-93.796875,26.8252605531921,-1579
-93.74625,26.8252605531921,-1454
-93.695625,26.8252605531921,-1452
-93.645,26.8252605531921,-1484
-93.594375,26.8252605531921,-1321
-93.54375,26.8252605531921,-1430
-93.493125,26.8252605531921,-1377
-93.4425,26.8252605531921,-1364
-93.391875,26.8252605531921,-1328
-93.34125,26.8252605531921,-1302
-93.290625,26.8252605531921,-1470
-93.24,26.8252605531921,-1510
-93.189375,26.8252605531921,-1333
-93.13875,26.8252605531921,-1315
-93.088125,26.8252605531921,-1366
-93.0375,26.8252605531921,-1419
-92.986875,26.8252605531921,-1371
-92.93625,26.8252605531921,-1329
-92.885625,26.8252605531921,-1339
-92.835,26.8252605531921,-1446
-92.784375,26.8252605531921,-1739
-92.73375,26.8252605531921,-1768
-92.683125,26.8252605531921,-1769
-92.6325,26.8252605531921,-1693
-92.581875,26.8252605531921,-1679
-92.53125,26.8252605531921,-1665
-92.480625,26.8252605531921,-1735
-92.43,26.8252605531921,-1803
-92.379375,26.8252605531921,-1890
-92.32875,26.8252605531921,-1761
-92.278125,26.8252605531921,-1783
-92.2275,26.8252605531921,-1798
-92.176875,26.8252605531921,-1811
-92.12625,26.8252605531921,-1624
-92.075625,26.8252605531921,-1673
-92.025,26.8252605531921,-1835
-91.974375,26.8252605531921,-1805
-91.92375,26.8252605531921,-1713
-91.873125,26.8252605531921,-1722
-91.8225,26.8252605531921,-1753
-91.771875,26.8252605531921,-1726
-91.72125,26.8252605531921,-1747
-91.670625,26.8252605531921,-1903
-91.62,26.8252605531921,-2243
-91.569375,26.8252605531921,-2205
-91.51875,26.8252605531921,-1800
-91.468125,26.8252605531921,-1827
-91.4175,26.8252605531921,-1759
-91.366875,26.8252605531921,-1915
-91.31625,26.8252605531921,-2312
-91.265625,26.8252605531921,-2356
-91.215,26.8252605531921,-1874
-91.164375,26.8252605531921,-1882
-91.11375,26.8252605531921,-1818
-91.063125,26.8252605531921,-1848
-91.0125,26.8252605531921,-1829
-90.961875,26.8252605531921,-1859
-90.91125,26.8252605531921,-1906
-90.860625,26.8252605531921,-1883
-90.81,26.8252605531921,-1818
-90.759375,26.8252605531921,-1908
-90.70875,26.8252605531921,-1774
-90.658125,26.8252605531921,-1768
-90.6075,26.8252605531921,-1809
-90.556875,26.8252605531921,-1811
-90.50625,26.8252605531921,-1868
-90.455625,26.8252605531921,-2374
-90.405,26.8252605531921,-2433
-90.354375,26.8252605531921,-2440
-90.30375,26.8252605531921,-2475
-90.253125,26.8252605531921,-2494
-90.2025,26.8252605531921,-2576
-90.151875,26.8252605531921,-2603
-90.10125,26.8252605531921,-2635
-90.050625,26.8252605531921,-2648
-90,26.8252605531921,-2670
-98.1,26.7746657537401,17
-98.049375,26.7746657537401,16
-97.99875,26.7746657537401,14
-97.948125,26.7746657537401,13
-97.8975,26.7746657537401,13
-97.846875,26.7746657537401,13
-97.79625,26.7746657537401,11
-97.745625,26.7746657537401,11
-97.695,26.7746657537401,12
-97.644375,26.7746657537401,14
-97.59375,26.7746657537401,12
-97.543125,26.7746657537401,10
-97.4925,26.7746657537401,0
-97.441875,26.7746657537401,0
-97.39125,26.7746657537401,0
-97.340625,26.7746657537401,-8
-97.29,26.7746657537401,-19
-97.239375,26.7746657537401,-21
-97.18875,26.7746657537401,-28
-97.138125,26.7746657537401,-31
-97.0875,26.7746657537401,-35
-97.036875,26.7746657537401,-37
-96.98625,26.7746657537401,-43
-96.935625,26.7746657537401,-47
-96.885,26.7746657537401,-55
-96.834375,26.7746657537401,-59
-96.78375,26.7746657537401,-68
-96.733125,26.7746657537401,-74
-96.6825,26.7746657537401,-89
-96.631875,26.7746657537401,-94
-96.58125,26.7746657537401,-107
-96.530625,26.7746657537401,-120
-96.48,26.7746657537401,-187
